stock,date,title,label
TOL,2014-01-22,"US Stock Futures Down Ahead Of Earnings; Toll Brothers, GTIS Partners Acquire Sienna South",2
PERY,2013-05-23,"Perry Ellis International Inc. Reports Q4 EPS of $0.62 vs $0.64 Est; Revenue of $262.30M vs $265.82M Est; Reaffirms Outlook; Earnings Scheduled For May 23, 2013",1
CNX,2015-07-13,"David Einhorn: Micron Will Be Worth More Than Netflix, Intuitive Surgical Short Covered, Apple Still No. 1; Einhorn in Letter to Greenlight Holders: Does Not See Continued Decline in Coal Prices as 'Significant Concern' for CONSOL Energy",1
BCOM,2014-11-17,Mid-Afternoon Market Update: Tyson Rises After Q4 Results; DreamWorks Shares Decline; Mid-Morning Market Update: Markets Edge Lower; Halliburton To Acquire Baker Hughes For $34.6 Billion,0
PAG,2016-01-07,"Penske Auto Acquires 49% Interest In Japanese Luxury Dealership Group, Nicole Group; Penske Automotive Acquires A 49 % Interest In Nicole Group Luxury Dealership",0
JWN,2010-09-23,Piper Jaffray's Retail September SSS Preview; Piper Jaffray Sees More Than 40% Upside In Nordstrom (JWN),1
JCI,2011-01-24,Honeywell and Haier Collaborate - Analyst Blog; Honeywell and Haier Collaborate - Analyst Blog,1
AVA,2015-12-07,Avista Sees FY 2015 EPS $1.86-$2.06 vs Est $1.95; Avista Reaffirms 2015 Guidance in 8-K,1
JWN,2010-02-23,"JWN Misses Q4 Marginally On Weakness In Credit Card Segment; Stock Market News for February 23, 2010 - Market News; Unusual Movements Expected In These Shares (APEI, BRCD, CVA, HP, MELI)",2
SNY,2016-06-23,Medivation Sends Letter to Stockholders to Set Record Straight on Sanofi's Misleading Claims; The Market In 5 Minutes: It's Brexit Time; Sanofi Announces VaxigripTetra Gets Positive End of Procedure From German Reference Member State Paul Ehrlich Institute,1
ALSN,2016-07-27,"Allison Transmission Sees FY16 Rev. $9.5-10.5% Decrease, Does Not See Q3 Sales Down Sequentially Or YoY; Allison Transmission Reports Q2 GAAP EPS $0.36 vs $0.30 in Same Qtr. Last Year, Sales $474.9M vs $476M Est.",1
IMPV,2014-11-11,"Macquarie Bullish On Cybersecurity Firms; Macquarie Initiates Coverage on Imperva, Inc. at Outperform, Announces $47.00 PT",1
RSPP,2015-12-02,"Benzinga's Top Upgrades; Deutsche Bank Upgrades RSP Permian to Buy, Raises PT to $33.00",0
AT,2016-11-07,"Atlantic Power Narrows FY16 Projected Adj. EBITDA From $200-$220M To $205-$215M; Atlantic Power Reports Q3 EPS $(0.69) Does Not Compare To Est. $(0.11), Rev. $101.2M vs. Prior Year Quarter $107.5M",2
WAT,2017-01-24,"Waters Q4 EPS $2.21 vs $2.13 Est, Revenue $628.8M vs $615.9M Est; Earnings Scheduled For January 24, 2017",0
MDCO,2013-06-05,"UPDATE: Piper Jaffray Initiates The Medicines Company at Overweight on Diverse Medical Portfolio; Piper Jaffray Initiates Coverage on The Medicines Company at Overweight, Announces $47.00 PT",0
TOL,2010-03-02,"Toll Brothers (TOL) CEO Bullish Over Recent Sales Trend ; Unusual Movements Expected In These Shares (BAC, BMY, DBRN, MDR, PCG)",1
DKS,2012-06-08,UPDATE: Morgan Stanley Initiates Dick's Sporting Goods at Equal-Weight on Full Valuation  ; Morgan Stanley Initiates Dick's Sporting Goods at Equal-weight,2
PAG,2012-10-10,UPDATE: Sterne Agee Downgrades Penske Automotive Group to Neutral; Sterne Agee Downgrades Penske Automotive Group from Buy to Neutral,1
FISV,2011-03-01,Fiserv Unveils New Prepaid Solutions ; Fiserv Acquires Credit Union On-Line Inc.   ,0
PGRE,2017-06-22,"Goldman On REITs: Buy SL Green, Sell Paramount Group; Goldman Sachs Reinstates Sell on Paramount Group, Announces $15.00",1
ETN,2014-04-29,"Market Wrap For April 29: Dow Approaches Record Highs Despite Ongoing Ukraine Tension and Upcoming Fed Meeting ; Eaton Corporation Reports Q1 Adjusted EPS of $1.01 vs $1.00 Est; Revenue of $5.50B vs $5.49B Est; Earnings Scheduled For April 29, 2014",0
NBL,2010-10-28,"Noble Tops, Sales Forecast Robust - Analyst Blog; Noble Energy Announces Third Quarter EPS of $1.31",1
EROS,2017-09-05,12 Biggest Mid-Day Losers For Tuesday; 25 Stocks Moving In Tuesday's Pre-Market Session,0
NKTR,2011-04-28,"Deutsche Bank Maintains PT, Rating On NKTR After In-Line Results; NKTR Revenue And EPS Below Consensus But ""Neither Truly Matter At This Point,"" Says Brean Murray",1
DKS,2016-04-29,Benzinga's Top Initiations; MKM Partners Initiates Coverage on Dick's Sporting Goods at Buy,1
KEY,2017-03-24,"Benzinga's Top Upgrades, Downgrades For March 24, 2017; DA Davidson Initiates Coverage On KeyCorp With Neutral, Announces $19 Price Target",1
BSTC,2012-06-26,BioSpecifics Technologies Corp. Announces Initiation of XIAFLEX Phase II Trial for Human Lipomas ; BioSpecifics Technologies Corp. Announces Initiation of XIAFLEX Phase II Trial for Human Lipomas ,1
TEO,2012-09-10,UPDATE: Raymond James Downgrades Telecom Argentina to Market Perform on Spectrum Auction Cancelation  ; Benzinga's Top Downgrades; Raymond James Downgrades Telecom Argentina from Outperform to Market Perform,1
MTOR,2013-12-23,Mid-Morning Market Update: Markets Surge; Seagate To Acquire Xyratex For $374M; UPDATE: Morgan Stanley Reiterates on Meritor Following District Court Order,2
HOS,2012-03-02,Hornbeck Offshore Will Issue $375M 5.875% Senior Notes; Will Use Proceeds to Purchase Price of Tender Offer; Hornbeck Offshore Announces Offering of $350M of Senior Notes ; Hornbeck Offshore Announces Tender Offer and Consent Solicitation for Its 6.125% Senior Notes Due 2014,1
GWPH,2016-06-28,GW Pharma Shares Ticking Higher; Traders Attributing to Vague Positive Chatter; 5 Largest Price Target Changes For  Tuesday; Morgan Stanley Sees 70% Upside In GW Pharma,2
AEZS,2015-09-21,"Aeterna Zentaris Fall 25% Premarket Following Announcement of Amendment to Series B Warrants; Aeterna Zentaris Announces Amendment to Series B Warrants, Enters Definitive Agreement With ~90% Of Outstanding Series B Holders",0
NBL,2013-11-13,"Option Alert: Noble Energy January 80 Call; 5,148 Contract Trade Between Bid and Ask @$0.90; Currently $74.05; Noble Energy Updates Drilling Offshore Nicaragua, Says Well Did Not Find Hydrocarbons Accumulations, Expecting Q4 Exploration Expense $225-265M",1
GWPH,2015-04-14,"Benzinga's Volume Movers; Morning Market Gainers; Benzinga's Top #PreMarket Gainers; GW Pharmaceuticals Shares Rise 7% Premarket Following Release of New Epidiolex Data, PT Raise; Peel Hunt Raises PT to 530P from 460P on GW Pharmaceuticals, Maintains Hold Rating, According to Reuters",2
AVA,2016-01-07,"UPDATE: Avista Approved Rates Designed to Provide a 1.6%, or $8.1M Decrease in Electric Base Sales, 7.4%, or $10.8M Increase in Nat-Gas Base Sales; Avista Reports Received Commission Decision in Washington General Rate Cases",1
SNY,2017-03-28,"Benzinga's Option Alert Recap From March 28; Regeneron, Sanofi To Host Conference Call To Discuss Dupixent FDA Approval Today 4pm ET; Regeneron's Dupixent Passes The FDA Muster; Baird Sees Strong Launch; Option Alert: Sanofy Apr $44 Put; 2642 @Bid @$0.27; Ref=$45.72; TheStreet's Adam Feuerstein Tweets '$REGN $SNY Dupixent approved.'",1
SYNL,2017-08-08,"Synalloy Raises FY17 Adj. EBITDA Forecast For The Year To $17M; Synalloy Reports Q2 EPS $0.10 vs $(0.18) In Prior Year Period, Sales $51.51M vs $34.90M In Prior Year Period",2
SPB,2017-01-24,Spectrum Brands Authorizes $500M Buyback; Spectrum Brands Raises Qtr. Dividend from $0.38 to $0.42/Share,1
SNV,2016-08-23,Benzinga's Top Downgrades; Wells Fargo Downgrades Synovus Financial to Underperform,1
RSPP,2014-02-21,"Jefferies Initiates Coverage on RSP Permian at Buy, Announces $30.00 undefined; Jefferies Initiates Coverage on RSP Permian at Buy",1
AZN,2015-02-05,"UPDATE: AstraZeneca Board Declared Second Interim Dividend of $1.90/Share; US Stock Futures Surge Ahead Of Jobless Claims Data; AstraZeneca Q4 Profit Misses Estimates; Earnings Scheduled For February 5, 2015; AstraZeneca Reports Q4 Adj EPS $0.76 vs $0.85 Est; Revenue $6.68B vs $6.75B Est",1
AVY,2017-04-26,"Avery Dennison Sees FY 2017 EPS $4.50 to $4.65 vs $4.44 Est; Avery Dennison Q1 EPS $1.11 vs $1.05 Est, Sales $1.57B vs $1.53 Est; Earnings Scheduled For April 26, 2017",1
G,2016-02-18,Stocks Hitting 52-Week Highs; Benzinga's Top Initiations; SunTrust Robinson Humphrey Initiates Coverage on Genpact at Buy,2
TOL,2017-02-08,"Benzinga's Top Upgrades, Downgrades For February 8, 2017; BTIG Research Initiates Coverage On Toll Brothers At Neutral",1
CBG,2014-08-04,"CBRE Group Announces Acquisition of CBRE Louisville, Terms Not Disclosed; CBRE Group Closes Acquisition of Preuss ",1
TOL,2013-04-19,Keefe Bruyette & Woods Upgrades Toll Brothers Inc. to Outperform; Top 4 Mid-Cap Stocks In The Residential Construction Industry With The Highest EPS,1
RGLD,2012-09-12,"UPDATE: MLV & Co. Reiterates Buy Rating, Raises PT on Royal Gold; McNicoll Lewis Vlak Maintains Royal Gold at Buy, Raises PT from $82 to $92",1
BPL,2012-05-04,Buckeye Partners Down 6% on Weak Q1 Results ; Buckeye Partners Reports Q1 EPS $0.54 May Not Compare vs $0.74 Est; Revenues $1.26B vs $1.20B Est; Earnings Scheduled For May 4,0
HBAN,2010-10-21,"Huntington Tops Zacks Estimates - Analyst Blog; Afternoon Market Update (STI, FITB, HBAN, JNS, NTRS, PLCE)",0
GGP,2017-11-07,"GGP Option Alert: Jan 19 $22 Calls Sweep (3) at the Ask: 563 @ $1.5 vs 764 OI; Ref=$22.02; GGP Option Alert: Feb 16 $21 Puts at the Ask: 2500 @ $1.871 vs 263 OI; Ref=$21.59; GGP Shares Spike To Session High Of $22.10, Now Pulling Back Amid Report Brookfield Will Hold Discussions Related To Possible GGP Takeover; Stock Up 13% For Session; GGP Shares Spike To Session Highs, Up 1.9% As Traders Circulate Chatroom Takeover Chatter",2
JWN,2010-03-24,"Cramer's Lightning Round Picks (MICC, SKS, TIF, JWN, RL, ST, ZMH, ABT, PM, BGCP, X, NUE); Picking the Right Retail ETF (XRT, RTH, PMR)",1
GD,2015-07-14,"JPMorgan: Aerospace & Defense 'Has Legs,' We're Going Long; JP Morgan Initiates Coverage on General Dynamics at Overweight, Announces $169.00 PT",1
AGEN,2014-10-17,"CDC Will Tighten Ebola Protection Guidelines for Health Workers; Hearing Possible Ebola Situation at Pentagon, Arlington County Hazmat Team on Scene; WHO Declares End to Ebola Outbreak in Senegal",0
SPB,2011-06-28,Harbinger Group Comments on Secondary Offering of Spectrum Brands Holdings Common Stock; Spectrum Brands Holdings Announces Offering of 1.0 Million Shares of Common Stock and 5.5 Million Shares of its Common Stock,1
NKTR,2017-07-24,"25 Stocks Moving In Monday's Pre-Market Session; Eli Lilly and Nektar Therapeutics to Partner for Development and Commercialization of NKTR-358; Nektar Therapeutics Halted, News Pending",0
VNOM,2016-07-27,15 Biggest Mid-Day Losers For Wednesday; 18 Stocks Moving In Wednesday's Pre-Market Session,1
SNY,2012-08-30,Pharma Companies Switch Drugs to OTC Market; A New Twist on an Old ETF,1
AZN,2014-11-06,"#PreMarket Primer: Thursday, November 6: Obama, McConnell Prepare For Rocky Road Ahead; AstraZeneca Raises 2014 Outlook; Aegerion Acquires Myalept from AstraZeneca for $325M Upfront Payment; Astrazeneca PLC Reports Q3 EPS of $1.05 vs $1.04 Est; Revenue of $6.54B vs $6.28B Est",1
COF,2014-08-05,"Capital One Subpoenaed By Federal Prosecutor In Money Laundering Probe; 10-Q from Capital One Shows Co. Received Subpoenas Related to Requests on Anti-Money Laundering Program, Commercial Banking Check Casher Clients",1
TXRH,2013-02-20,"UPDATE: Deutsche Bank Reiterates Buy Rating, Raises PT on Texas Roadhouse on 4Q Beat; Deutsche Bank Maintains Buy on Texas Roadhouse, Inc., Raises PT to $22.00",2
NAV,2012-03-09,"UBS Maintains Navistar International at Buy, Lowers PT from $55 to $52; UPDATE: Deutsche Bank Cuts Target on Navistar International to $50; Deutsche Bank Maintains Navistar International at Buy, Lowers PT from $54 to $50",1
MKC,2017-06-16,"15 Biggest Mid-Day Losers For Friday; Benzinga's Top Upgrades, Downgrades For June 16, 2017; Goldman Sachs Initiates Coverage On McCormick & Co with Neutral Rating, Announces $101.00 Price Target",0
CHSP,2012-07-31,"Chesapeake Lodging Trust Guides FY12 AFFO $1.58-1.66, Had Seen $1.60-1.69 vs $1.60 Est; Chesapeake Lodging Trust Reports Q2 FFO $0.49 vs $0.50 Est; Revenues $67M vs $68.29M Est",1
HALO,2014-03-31,Mid-Morning Market Update: Markets Open Higher; UTi Worldwide Reports Q4 Loss; Morning Market Movers ; Halozyme Consistent 1 Trial Of Hylenex(R) Recombinant Met Primary Endpoint,0
ACC,2016-02-08,"Canaccord Genuity Says ACC's Recent Offering Reduced Leverage And Overhang, Expects Co To Report Strong YoY Rent Growth Numbers; Canaccord Genuity Upgrades American Campus to Buy, Raises PT to $48.00",1
STRT,2014-10-23,Strattec Security Corporation Reports Q2 EPS of $2.55 vs $1.40 Est; Revenue of $122.24M vs $101.37M Est; Shares of Strattec Security Corp. Halted News Pending,2
HOS,2017-06-20,12 Biggest Mid-Day Losers For Tuesday; Mid-Day Market Update: Crude Oil Down Over 3%; Lipocine Shares Spike Higher; Mid-Morning Market Update: Markets Open Lower; Lennar Tops Q2 Expectations,0
TX,2017-02-22,18 Biggest Mid-Day Gainers For Wednesday; Ternium to acquire CSA Siderurgica do Atlantico from Thyssenkrupp AG for €1.26B,2
NKTR,2011-06-01,"Hapoalim Securities Terminates Healthcare Coverage Including Bristol-Myers, Eli Lilly, Merck and Pfizer; Hapoalim Cutting Ocverage On Multitude Of Names",0
MINI,2013-02-22,"Mobile Mini, Inc. Reports Q4 EPS of $0.33 vs $0.30 Est; Revenue of $100.30M vs $101.20M Est; Earnings Scheduled For February 22, 2013",2
AZN,2011-04-28,"Earnings Roundup For April 28 (XOM, AZN, HST, PEP, POT, PG, IP, DOW, S, AET, BMY, VIA, CL, EQT, CCE, OXY); AstraZeneca Reports Q1 Net Income of $2.91 Billion (AZN)",1
ADI,2010-11-19,Stuffing the Turkey with Data - Earnings Preview; Auriga Optimistic On ADI,2
NRG,2015-07-20,Could Solar Energy Be Headed For Consolidation?; Oppenheimer's 10 'Worst Of The Worst' Stocks To Sell On Technical Weakness,0
AIMC,2016-07-21,"Altra Maintains FY16 Guidance Of $700-$720M vs. Est. $711M, EPS $1.40-$1.50 vs. Est. $1.49; Altra Reports Q2 EPS $0.42 vs. Est. $0.38, Rev. $182.7M vs. Est. $183.3M; Altra Affirms FY17 Adj. EPS Outlook $1.40-$1.50 vs $1.49 Est., Sales $700M-$720M vs $711.5M Est.; Altra Industrial Motion Reports Q2 Adj. EPS $0.42 vs $0.38 Est., Sales $182.7M vs $183.4M Est.",1
TXRH,2014-02-10,"Market Wrap For February 10: Markets Cautious Ahead Of Yellen Testimony; UPDATE: Raymond James Upgrades Texas Roadhouse, Inc. to Strong Buy, Maintains $29.00 PT; Raymond James Upgrades Texas Roadhouse, Inc. to Strong Buy, Maintains $29.00 PT",1
TOL,2017-04-17,Benzinga's Option Alert Recap From April 17; Option Alert: Toll Bros Jun 36.0 Calls Sweep: 1997 @  ASK  $1.90: 2299 traded vs 285 OI:  Earnings 5/23 Before Open [est]  $36.43 Ref,1
CBG,2011-08-31,UPDATE: J.P. Morgan Lowers PT on CB Richard Ellis Group to $26; JP Morgan Lowers PT On CB Richard Ellis To $26,2
GABC,2015-10-26,"UPDATE: Based On River Valley Bancorp Shares Outstanding, German American To Issue 1.94M Shares And Pay $25M Cash; German American Bancorp Announces Definitive Merger Deal with River Valley Bancorp; River Valley Holders to Receive 0.77 Shares of GABC Plus Cash Payment $9.90/RIVR Share",1
ACC,2012-07-11,"ISI Group Maintains American Campus Communities at Hold, Raises PT from $44 to $45; Bank of America Maintains American Campus Communities at Buy, Raises PO from $46 to $48",1
TX,2011-04-01,Citi Maintains Buy on Ternium SA (TX); Morgan Stanley Reiterates Overweight Rating On Ternium S.A.,0
MUSA,2017-11-01,"Murphy USA Reports Q3 EPS $1.90 vs $1.16 Est., Adj. EBITDA $147.4M vs $105.3M YoY; Earnings Scheduled For November 1, 2017",1
BPL,2013-04-01,"UPDATE: Deutsche Bank Downgrades Buckeye Partners to Hold on Valuation; Deutsche Bank Downgrades Buckeye Partners L.P. to Hold, Maintains $61.00 PT",1
ESTE,2014-10-17,"Earthstone Energy Inc Announces Agreement to Acquire Additional Eagle Ford Interests; SunTrust Robinson Humphrey Initiates Coverage on Earthstone Energy, Inc. at Buy, Announces $30.00 PT",1
COF,2014-01-17,"Capital One Financial Tanks; Benzinga's Top #PreMarket Losers; Susquehanna Downgrades Capital One Financial Corporation to Neutral, Maintains $78.00 PT; #PreMarket Primer: Friday, January 17: Banks Ruin Winning Streak; Stocks To Watch For January 17, 2014",0
STLD,2017-07-26,"US Steel Shares Up 8% On Earnings; Rest Of Steel Sector Struggling As Trump Had Discouraging Comments On Section 232: AK Steel, Commercial Metals Down 6%, Reliance, Nucor, Steel Dynamics 3%, Cliffs, Worthington 2%; Gordon Johnson: Delay Of Sec. 232 Trumps US Steel's Unexpected Earnings Beat, Justifies Sector Weakness; UPDATE: Axiom's Johnson On Weakness In Steel Sector Following Earnings From US Steel Tells Benzinga: 'Steel prices are about to move lower. Demand is flat to weak, output is up, and auto sucks'; Axiom's Gordon Johnson On Steel Sector Weakness Wed. Tells Benzinga: Investors Expected Section 232 Decision Tues., Indefinite Delay Of This Decision 'Is a disaster of an announcement for the steel mills by Trump'",0
COF,2012-02-15,Citi: Capital One's January States are In-Line with Seasonal Patterns; Capital One Spends Big on ING Groep,1
SNY,2010-11-05,Formula for a Bull Market  11-05-2010; Genzyme Higher On Deal Rumors (GENZ); Puts Purchased on Sanofi-Aventis (SNY),1
NBL,2014-04-21,Noble Energy Announces Increased Quarterly Dividend to $0.18 from $0.14 vs $0.14 est; KLR Group Downgrades Noble Energy Inc. to Accumulate,1
GGP,2014-10-27,"General Growth Properties, Inc. Raises FY2014 FFO Guidance from $1.30-1.32 to $1.31-1.33 vs $1.32 Est; General Growth Properties, Inc. Reports Q3 FFO of $0.33 vs $0.31 Est",1
TM,2010-01-25,"US Stock Futures Point To A Rebound After A Shocking Fall On Friday; Can Toyota (TM) Survive Recall; Top 5 Large-Cap Stocks In The Consumer Goods Sector With The Highest Cash (TM, F, PC, SNE, HMC); Top 5 Large-Cap Stocks In The Consumer Goods Sector With The Highest 5-Y Earnings Estimate (BRFS, TM, HMC, PHG, CBY)",1
RUBI,2016-08-02,"After-Hours Losers: SGY -22.93%, RUBI 16.97%, ZEN 4.14%, GLUU 7.42%, BECN 7.27%, PBPB -1.73%, EA -0.69%; Rubicon Sees Q3 Rev. $64-70M vs. Est. $70M, Eps $0.07-$0.09 vs. Est. $0.12; FY16 Rev. $275-$305M vs. Est. $295M, EPS $0.75-$0.85 vs. Est. $0.90; Rubicon Reports Q2 EPS $0.17 vs. Est. $0.10, Rev. $70.5M vs. Est. $63M",0
HBAN,2016-10-26,"Huntington Banc Q3 EPS $0.11 vs $0.22 est, Revenue $857M vs $938M est; Earnings Scheduled For October 26, 2016",2
WAT,2011-07-26,Pre-Market Winners and Losers; Waters Corporation Reports Q2 EPS of $1.08 vs. $1.14 EST; Revenues $448M vs. $451.13M EST ,1
RENN,2013-10-16,"Benzinga's M&A Chatter for Wednesday October 16, 2013; Baidu Spokesperson Declines Comment on Rumor of KU6, Renren Unit Acquistions; Rumor Baidu in Talks to Acquire Ku6, 56.com -Marbridge",0
ADI,2012-05-09,"UBS Downgrades Analog Devices from Buy to Neutral, Lowers PT from $45 to $40; UBS Downgrades Analog Devices from Buy to Neutral",1
HOS,2017-03-29,Mid-Afternoon Market Update: RH Gains After Strong Q4 Results; Quorum Health Shares Plummet; Mid-Day Market Update: Crude Oil Up 1.5%; Alliqua Biomedical Shares Slide,2
LEDS,2016-11-22,12 Biggest Mid-Day Gainers For Tuesday; SemiLEDs Shares Up 29% Today at $4.86/Share,2
JWN,2017-03-22,"PreMarket Prep Recap, March 22: The Vice Index; Cleveland Research on Nordstrom Highlights Mixed Sales Trends for Q1-to-Date Period, Cites Margin, Inventory Which Appear to be On Track",1
BPL,2017-05-08,"Benzinga's Top Upgrades, Downgrades For May 8, 2017; The Market In 5 Minutes; Stifel Nicolaus Upgrades Buckeye Partners to Buy",1
PRGS,2014-06-27,Nike Gains On Upbeat Earnings; Dollar General Shares Slip; Mid-Day Market Update: Nike Gains On Upbeat Earnings; Dollar General Shares Slip; Markets Edge Lower; Finish Line Earnings Beat Estimates; Benzinga's Top #PreMarket Gainers,1
HBAN,2016-02-01,"Small Bank Earnings Is Here: What To Watch; Chairman Steinour Buys 100,000 Shares Of Huntington Bancshares @$8.57/Share -Form 4",1
ONP,2014-05-05,"Orient Paper, Inc. Reports Prelim. Q1 EPS $0.14; Orient Paper, Inc. Reports Q1 EPS of $0.14; Revenue of $26.0M",1
LUB,2014-06-12,"Luby's Cuts FY14 Same-Store Sales Growth Guidance from 1% to 0.5%; Luby's Reports Q3 Adj. EPS $0.04, Comps Up 0.3%; Luby's, Inc. Reports Q3 GAAP EPS of $0.06, Non-GAAP EPS $0.04 vs $0.03 Est; Revenue of $97.21M",2
NBL,2013-03-05,"UPDATE: Regulator to order Delek, Noble to sell Leviathan -Globes; Hearing Negative Chatter in Noble Energy",1
RENN,2011-06-07,Renren Partners with Recruit to Launch Social Wedding Services ; How to Go Long Weiner and Go Short Weiner,0
EGO,2016-04-26,Investors Shrug Off Eldorado Gold's $300 Million Asset Sale; The Market In 5 Minutes: Are You Tempted To Bite The Apple?; Eldorado Gold to Sell 82% Interest in Jinfeng Mine to China National Gold Group Subsidiary for $300M In Cash,1
ADI,2011-01-19,Linear Tech Surpasses Estimates - Analyst Blog; Linear Tech Surpasses Estimates - Analyst Blog,1
GD,2017-04-06,"Watching Defense Stocks as Hearing Secretary of Defense Mattis Will Brief Pres Trump on Options in Syria, Including Possible Cruise Missile Strikes; General Dynamics UK Awarded £330M Contract to Develop Next-gen Battlefield Network for British Army",1
ETN,2015-02-03,"Morning Market Gainers; UPDATE: Eaton Q4 Profit Beats Views; Eaton Corporation Reports Q4 Adj. EPS $1.27 Vs Est $1.20, Revs $5.6B Vs Est $5.59B; Earnings Scheduled For February 3, 2015",2
GD,2011-11-09,"End-of-Day Market Summary for November 9, 2011; U.S. Navy Awards General Dynamics $87 Million for Unmanned Underwater Mine Countermeasure Vehicle ; General Dynamics Receives $21 Million Contract for Submarine Planning Services ",1
DG,2013-08-01,"How About a Detroit ETF?; Nomura Maintains Buy on Dollar General Corporation, Raises PT to $60.00",1
NRG,2012-11-05,"UBS Maintains NRG Energy at Buy, Lowers PT from $27 to $26; UPDATE: Citigroup Upgrades NRG Energy to Buy, Raises PT; Citigroup Upgrades NRG Energy from Neutral to Buy, Raises PT from $24 to $26",0
JWN,2010-09-07,Kohl's August Sales Rise - Analyst Blog; Nordstrom's August Sales Up - Analyst Blog,0
RLJ,2017-05-08,"RLJ Reaffirms FY17 Outlook: Adj. RevPAR Down 1% to Up 1%, Adj. Hotel EBITDA Margin 34.5-35.5%; RLJ Lodging Trust Reports Q1 Adj. FFO $0.52, EPS $0.17 vs $0.19 Est., Sales $260.232M vs $263.6M Est.",1
NPO,2012-05-03,"Oppenheimer Maintains EnPro Industries at Outperform, Raises PT from $45 to $48; EnPro Industries Reports Q1 EPS $0.91 vs $0.55 Est; Revenues $311.5M vs $302.20M Est",0
TM,2012-10-02,"UPDATE: Toyota Says US Auto Industry on tack for 14.3M Sales; UPDATE: Toyota Says Prius Sales Up 103% in September, Highest Ever; Toyota September Total US Vehicle Sales Up 41.5% vs 36% Est; Nissan Reintroducing Datsun to Emerging Markets",1
NAV,2011-07-18,Navistar's PARTSMART Parts to Be Sold via Amazon.com ; Navistar Defense to Produce Second Round of MRAP Recovery Vehicles; Order for $142M,1
TM,2010-11-05,"Benzinga's Political Round Up; A Few Short Squeezes To Consider (TSLA, NILE, BBBB)",0
TXRH,2017-03-14,"Benzinga's Top Upgrades, Downgrades For March 14, 2017; Baird Upgrades Texas Roadhouse To Outperform, Announces $48 Price Target",1
AZN,2015-10-08,Option Alert: $AZN Jan $35 Call; 4000 Contracts above Ask @$0.65; Now $32/15; AstraZeneca Presents Respiratory Syncytial Virus (RSV) Study Results at IDWeek 2015,1
ADI,2014-11-25,"Analog Devices Beats Q4 Estimates; Analog Devices, Inc. Sees Q1 EPS $0.58-0.64 vs $0.62 Est; Sees Sales $745.0M-775.0M vs $766.40M Est; Analog Devices, Inc. Reports Q4 EPS of $0.69 vs $0.68 Est; Revenue of $814.20M vs $802.0M Est; Earnings Scheduled For November 25, 2014",1
COF,2010-03-04,"Benzinga’s Top Downgrades (COF, DYN AMLN, FITB, MTB); Top Stocks In the Financial Sector With The Highest Operating Cash Flows (FNM, AIG, COF, BRK-A, BAC)",0
BLIN,2016-12-14,"Bridgeline Sees Q1 Rev. $3.8-$4.0M vs. Est. $3.72M; Bridgeline Digital Reports Q4 EPS $(0.02) vs. Prior Year Quarter $(0.08), Rev. $3.7M vs. Prior Year Quarter $4.5M; Earnings Scheduled For December 14, 2016",2
AZN,2012-02-02,"Notable Put Options Activity in AstraZeneca; AstraZeneca Cuts 7,300 Jobs, Warns of Lower Profits; AstraZeneca Reports Q4 EPS $1.61 vs $1.56 Est; Revenues $8.66B vs $8.59B Est				 ; AstraZeneca To Cut 7,300 Jobs, Projects Drop In Profit",1
JCI,2011-11-16,Mark P. Vergnano Elected to Johnson Controls Board of Directors ; Johnson Controls Increases Dividend by 13% to $0.18,2
GD,2016-06-01,General Dynamics Granted $106 Million Advance Procurement Contract; General Dynamics Reports $106M Contract Win for US Navy's Fifth Expeditionary Mobile Base Advance Procurement,1
ONP,2013-08-12,"Orient Paper, Inc. Reports Q2 EPS of $0.20, Unchanged YOY; Revenue of $33.0M, Down 7% YOY; Orient Paper Approves the Sale of Headquarters Compound For $8.23 Million",0
ALSN,2012-03-15,Allison Transmission Opens at $23; Allison Transmission Prices Initial Public Offering at $23/Share,2
HNP,2015-07-02,Mid-Afternoon Market Update: International Speedway Slips On Weak Results; Applied Genetic Technologies Shares Spike Higher; Mid-Day Market Update: US Stocks Down; Xoom Shares Jump On Acquisition News,1
JWN,2011-02-04,"Piper Jaffray Reiterates Nordstrom Overweight Rating, Raises PT To $53 (JWN); Piper Jaffray Raises PT On Nordstrom To $53",2
ENVA,2016-07-28,"Enova Sees Q3 Rev. $175-$190M vs. Est. $177M, FY16 Rev. $700-$740M vs. Est. $710.4M; Enova Reports Q2 EPS $0.25 vs. Est. $0.22, Rev. $172.535M vs. Est. $165.8M",0
SNY,2010-09-01,Genzyme Options Pricing In More Upside (GENZ); Merger Twist - S&P Upgrades  Sanofi Aventis (SNY) to Buy,1
AXGN,2015-03-12,"Wedbush Initiates Coverage on AxoGen at Outperform, Announces $5.00 PT; Wedbush Initiates Coverage on AxoGen at Outperform, Announces $5.00 undefined",0
MKC,2017-01-25,"The Market In 5 Minutes: Big Earnings And A Major IPO Acquisition; McCormick Sees FY 2017 EPS $4.05 to $4.13 vs $4.10 Est; McCormick Q4 EPS $1.27 vs $1.27 Est, Revenue $1.23B vs $1.24B Est; Earnings Scheduled For January 25, 2017",2
HOS,2012-08-28,"Hornbeck Offshore Completes Exchange Offer For $375M Of 5.875% Senior Notes Due 2020; Hornbeck Offshore Completes Exchange Offer For $375,000,000 Of 5.875% Senior Notes Due 2020",1
