stock,date,title,label
AZN,2017-03-24,'Spider-Man' Glenn King Hopes His Potential Stroke-Saving Arachnid Molecule Makes It To Market,1
FISV,2012-10-09,"Deutsche Bank Maintains Fiserv at Hold, Raises PT from $67 to $71",1
HBAN,2013-06-25,Moody's Warns Delinquencies Could Rise For Home-Equity Lenders In the Next Two Years,1
SNY,2013-05-08,Top 4 NYSE Stocks In The Drug Manufacturers-Major Industry With The Lowest PEG Ratio,1
NBL,2017-10-30,"Noble Energy Reports Q3 Adj. EPS $(0.02) vs $(0.13) Est., Sales $960M vs $945.5M Est.",1
G,2014-02-21,"Morgan Stanley Maintains Overweight on Genpact Limited, Lowers PT to $18.00",1
MDU,2013-02-22,Top 4 Mid-Cap Stocks In The General Building Materials Industry With The Highest Dividend Yield,1
DG,2014-03-13,Dollar General Corporation Reports Q4 EPS of $1.01 vs $1.02 Est; Revenue of $4.49B vs $4.63B Est,1
SNV,2011-01-19,"Mad Money Lightning Round: Cramer Likes Whole Foods (TGB, CSTR, WFMI, CMG, SNV, BBT)",0
TRK,2012-03-07,Speedway Motorsports Reports Q4  Revenues $89.1M vs $82.40M Est,1
GGP,2010-11-15,General Growth Down On Equity Offering (GGP),1
RENN,2013-03-11,UPDATE: Bank of America Cuts PT to $3.50 on Renren; Ad Business in Transition,2
NM,2015-11-24,Stifel Nicolaus Downgrades Navios Maritime Holdings to Hold,2
AVY,2011-07-28,Stocks to Watch for Thursday 7/28/2011: Fresh 52 Week Highs and Lows,1
YUME,2014-08-13,"Earnings Scheduled For August 13, 2014",2
DG,2013-09-04,"Stocks To Watch For September 4, 2013",1
COF,2011-02-15,Capital One Sees Credit Improve After The Holiday Season,1
JWN,2016-02-23,Target Gets the Opportunity to Stand Out Among Big Box Retailers,1
SBR,2010-03-04,"Top 5 Stocks In The Financial Sector With The Highest ROE (NRT, PBT, SBR, IMPM, MSB)",1
SNY,2010-12-29,Novo Presents Positive Insulin Data - Analyst Blog,1
NRG,2016-02-08,5 Stocks Moving In Monday's After-Hours Session,0
DKS,2016-05-13,"Sports Authority Said toAttract Bids from Liquidators, Competitors -DJ",0
SNY,2013-01-25,Sanofi Won't Comment on Specific Bausch & Lomb Interest,1
GLMD,2014-09-23,"Galmed Pharma Shares Now Halted on Downside Circuit Breaker, Up 43%",2
CMCO,2017-08-01,Mid-Day Market Update: Pitney Bowes Drops On Earnings Miss; Lumber Liquidators Shares Climb,2
ADI,2013-01-14,"Credit Suisse Upgrades Analog Devices, Inc. to Outperform, Raises PT to $48.00",1
JWN,2014-11-13,JWN Earnings Implied Volatility ~46%; Expecting ±$3.72 Move,1
TAC,2012-07-25,TransAlta signs long-term electricity contract for Centralia and provides update on second quarter ,0
MXC,2014-03-25,Mexco Energy Corporation Announces Acquisitions And Additional Development Of Properties ,2
HBAN,2012-05-09,"Bank of America Maintains Huntington Bancshares at Buy, Raises PO from $7 to $7.25",1
CHCO,2017-07-24,Mid-Day Market Update: Hibbett Sports Tumbles Following Q2 Guidance; Neuroderm Shares Plunge,2
RGEN,2012-04-30,Shareholder Ronald L. Chez Comments on Recent Repligen Developments ,1
AGEN,2011-05-02,"CEOWORLD Top 5 Analyst Calls of the Week- DNDN, INSP, MCP, SIRI, VICL",2
COF,2015-02-11,"Capital One CEO Saying US Consumer Credit Quality Is 'Extraordinary', Sees No Evidence Consumer Credit Quality Is Changing",1
COF,2011-01-20,"Capital One Revenue Falls To $3.962B, Or -9.3% YoY, Slightly Lower Than Estimates (COF)",1
ACC,2013-06-05,"Hilliard Lyons Upgrades American Campus Communities Inc to Buy, Announces $49.00 PT",1
NRP,2014-01-09,Natural Resource Partners LP Sees FY2014 EPS $1.10-1.30 Which May Not Compare $1.57 Est; Cuts Qtr. Distribution from $0.55 to $0.35/Share,1
STRA,2017-07-07,"On Heels Of DeVry Settlement, 19 AGs Sue DOE, DeVos Over For-Profit College Rules",2
NRG,2012-04-17,UPDATE: Deutsche Bank Upgrades NRG Energy to Buy ,2
CPST,2011-03-17,"NASDAQ Stocks Hitting 52-Week Highs (PANL, MIGP, CPST, PNNW)",0
VNOM,2017-08-01,Viper Energy Partners Reports Q2 EPS $0.23 vs $(0.18) In Same Qtr. Last Year,1
DKS,2016-08-22,From McMuffins To Mobile: Tracking Olympic Sponsors With TD Ameritrade's JJ Kinahan,1
ETN,2012-02-21,Longbow Research Upgrades Eaton Corp to Buy from Neutral,1
CETV,2014-04-03,Central European Media Enterprises Announces Commencement of Rights Offering ,0
NRG,2012-07-16,Agua Caliente Reaches 200-Megawatt Milestone   ,1
CRT,2015-06-29,5 NYSE Basic Materials Stocks With The Highest ROA,2
MDCO,2017-10-24,"Guggenheim Initiates Coverage On The Medicines with Buy Rating, Announces $45.00 Price Target",0
ACGL,2016-09-07,UPDATE: Golman Removes Arch Capital From Conviction Sell List,1
AZN,2014-05-19,"AT&T, DirecTV, Pfizer And AstraZeneca Dominate M&A Headlines Over The Weekend",1
GSS,2011-06-07,Technical Trading Summary 6/7/2011,0
MTOR,2017-09-28,20 Stocks Moving In Thursday's Pre-Market Session,2
JWN,2013-11-15,Mid-Day Market Update: Agilent Shares Rise On Upbeat Earnings; Western Union Drops,1
NM,2010-04-07,"Top 5 Stocks In The Services Sector With The Lowest PEG (TDW, NM, UAUA, ATV, DAL)",0
SHI,2012-02-14,Seven Hot Chinese Stocks,1
ALSN,2012-08-27,Top 4 Mid-Cap Stocks In The Auto Parts Industry With The Highest Profit Margin,1
JWN,2011-05-26,Joel Greenblatt: One Bubble After Another,2
NAV,2012-12-14,The Week Ahead: Fiscal Cliff Deadline Rapidly Approaching,1
GWPH,2016-04-21,"GW Pharmaceuticals Gets Orphan Drug Status For Cannabidiol, Stock Rises",0
JWN,2016-02-17,Nordstrom Turnaround?,2
TAC,2013-04-23,TransAlta Corporation Reports Q1 EPS of C$0.12 vs C$0.18 Est,0
KANG,2014-11-24,iKang Healthcare GroUp Reports Q2 Earnings of $0.25/ADS vs $0.23 Est; Revenue of $79.60M vs $79.07M Est; Reaffirms Outlook,1
ACC,2017-06-19,"Benzinga's Top Upgrades, Downgrades For June 19, 2017",1
TM,2010-04-07,"News and the Market – Citigroup (NYSE:C), Toyota (NYSE:TM), Ford Motors (NYSE:F), Las Vegas Sand Corp (NYSE:LVS)",1
TAC,2015-11-23,TransAlta's Renewables Unit Reports Agreed to Invest $540M in Three Canadian Projects Owned by TransAlta Corp.,2
TM,2014-08-01,July Auto Sales Recap: General Motors And Ford Announce Multi-Year Record July Sales,1
CLI,2011-01-14,Mack-Cali Realty Corporation Announces Tax Treatment of $1.80 2010 Dividends (CLI),1
RLJ,2017-09-08,RLJ Lodging Stock Valuation May Be Too Attractive To Ignore,2
JCI,2015-10-06,"Johnson Controls Is in Talks to Buy EnerSys, According to Sources -DJ",1
SPB,2012-10-09,Morning Market Movers,2
AMRC,2015-09-28,"Ameresco, Knox County Officials Partner For 5 MW Solar Project To Power Select Schools & Select Facilities",1
TM,2010-12-17,Tesla Racing Ahead,1
ETN,2013-10-25,Eaton Corporation Sees Q4 EPS $1.00-1.10 vs $1.12 Est,2
DG,2014-08-18,Dollar General Offers $78.50/Share for Family Dollar -CNBC,1
JWN,2012-10-04,Nordstrom September Comp Sales Up 4.4% vs 5.4% Est,1
JWN,2016-03-16,Deutsche Bank's Bull-Bear Debate On Department Stores,1
TM,2011-01-20,NFL Blindsides Toyota -- Today's Outrage,1
TM,2010-02-24,Hyundai’s Shares Drop As It Halts U.S. Sales Of 2011 Sonata (TM),2
RLGT,2014-11-12,"Radiant Logistics, Inc. Reports Q1 EPS of $0.04 vs $0.02 Est; Revenue of $98.20M vs $95.28M Est",1
TOL,2011-12-06,US Stock Futures Up After S&P Euro-Zone Warning,2
NAV,2011-09-07,Earnings Roundup,2
TOL,2012-01-31,Fitch Rates Toll Brothers' $300 Million Debt Issue 'BBB-'; Outlook Stable   ,0
GGP,2016-05-26,Mizuho's Take On Retail REITs Following ICSC Convention,1
HBAN,2014-04-16,"Huntington Bancshares Reports Q1 EPS of $0.17, Inline",0
STLD,2011-10-18,"From Yesterday, Steel Dynamics Reports Q3 EPS $0.20 vs $0.20 Est; Revenues $2.04B vs $1.97B Est						",2
NAV,2017-09-06,"Navistar Q3 EPS from Continuing Ops $0.37 vs $0.28 Est., Sales $2.21B vs $2.15B Est.",2
DG,2014-09-02,Susquehanna Says Dollar General's Bid 'Appears Desperate',1
HOS,2011-09-23,"Global Hunter Upgrades GLF, HOS, NE, OII, RDC",0
KEY,2016-07-05,"Morgan Stanley Upgrades KeyCorp, Downgrades Fifth Third Bancorp",0
JCI,2016-04-06,New Tax Inversions Rules: Threats To Healthcare ETFs?,1
RGLD,2015-10-14,Royal Gold Shares Pushing To The High,2
ADI,2011-05-17,Analog Devices Raises Quarterly Dividend To $0.25; 14% Increase,1
HBAN,2014-04-17,"Raymond James Downgrades Huntington Bancshares Incorporated to Outperform, Loweres PT to $10.50",1
GWPH,2016-10-20,"GW Pharma Spokesperson Tells Benzinga, 'No comment' Regarding Earlier Chatter Of A Possible Takeover",2
TM,2010-12-08,Toyota to Expand Thailand Capacity - Analyst Blog,1
PERY,2015-05-14,"Earnings Scheduled For May 14, 2015",0
HBAN,2011-01-20,"Fifth Third Tops, to Repay TARP - Analyst Blog",1
ACC,2010-10-21,American Campus Communities: Graduating Gains (ACC),1
GD,2011-05-31,General Dynamics NASSCO Awarded $744M Contract to Build Mobile Landing Platform Ships ,2
JWN,2017-02-08,"Days After Nordstrom Cut Ties With Ivanka, President Trump Attacks Retailer",2
COF,2012-10-19,Fitch Says Capital One's earnings Remain Somewhat Noisy,2
EFX,2014-01-16,Equifax Acquires TDX Group for $327M,2
EROS,2017-09-21,Eros Now Reports Content Deal with Dharma Productions,0
FENG,2015-03-06,Phoenix New Media Announces Shu Liu Senior VP,1
KEY,2014-12-05,"Option Alert: Keycorp Mar $14 Call; 1,062 Contract Trade at Ask @$0.55; Currently $13.89",1
AZN,2012-04-24,"Financial Breakfast: Morning News Summary for April 24, 2012",1
PRGS,2013-06-14,"Mid-Day Market Update: Stocks Move Lower, Groupon Rises on Analyst Upgrade",2
RUBI,2016-09-12,Stocks Hitting 52-Week Lows,1
DKS,2013-05-21,"Dick's Sporting Goods Inc Reports Q1 EPS of $0.48, Inline; Revenue of $1.33B vs $1.36B Est",1
MTOR,2016-08-16,Option Alert: MTOR Nov16 9.0 Calls Sweep: 688 @  ASK  $2.65: 688 traded vs 7760 OI: $11.08 Ref,2
WLH,2013-05-28,"Paulson Property Management Files 13D on William Lyon Homes, Showing 10.6% Stake",1
HBCP,2017-10-24,Home Bancorp Reports Q3 EPS $0.56 vs $0.61 In Same Qtr. Last Year,2
TOL,2010-12-15,Homebuilder Sentiment Disappoints,1
IVZ,2015-06-02,"Piper Jaffray Initiates Coverage on Asset/Investment Managers, Brokers",1
TM,2014-12-16,"Fast Money Picks For December 16: Intersil, Toyota, Deckers Outdoor, Coca-Cola",1
JWN,2010-10-11,"Disparity in Wage and Employment Data Continues To Favor High-End Retailers, Piper Jaffray Reports",1
PTR,2013-04-08,Halliburton and Other Stocks Added to Jefferies Global Conviction List,1
MDCO,2011-04-27,The Medicines Company Reports EPS of $0.45 vs. $0.40 Estimate; Revenues $112.1M vs. $109.69M Estimate (MDCO),1
AZN,2016-10-03,Allergan Announces Licensing Agreement with AstraZeneca to Obtain Worldwide Rights to MEDI2070 Inflammatory Disorder Development Program,1
HOS,2014-07-30,Hornbeck Offshore Services Reports Q2 EPS of $0.85; Revenue of $171.10M vs $149.05M Est,1
KANG,2016-12-29,iKang Spikes to High of $16.51 on Volume,2
ETN,2012-11-26,"Eaton's Cooper Acquisition Receives Chinese, EU Clearance",1
AVA,2015-12-07,Avista Reaffirms 2015 Guidance in 8-K,1
RSPP,2017-04-11,"Goldman Sachs Upgrades RSP Permian to Buy, Announces $63.00 Price Target",1
STRA,2014-01-29,Top 4 Small-Cap Stocks In The Education & Training Services Industry With The Highest EPS,0
TM,2010-03-03,"Market Roundup (MXGL, RSH, TM, NOVL, VNO)",1
EGO,2016-11-23,"Basic Materials Stocks Down After Market Open: Eldorado Gold Down 7.8%, Haynes Intl Down 7.6%, DRD Gold Down 7.5%, Endeavour Silver Down 6.9%, Kinross Down 6.7%",0
TOL,2013-05-22,Stocks Hitting 52-Week Highs,1
BPL,2016-12-15,Goldman Sachs Downgrades Buckeye Partners to Neutral,1
WNS,2012-01-20,"WNS Collaborates with coAction.com for End-to-End, Order-to-Cash Solutions; Strengthens SAAS Based Financial Service Capability   ",1
NRG,2015-01-22,NRG Home Solar Announces Strategic Partnership with Upromise by Sallie Mae,0
MTOR,2014-06-23,"Mid-Day Market Movers For Monday, June 23, 2014",1
GGP,2012-08-24,"Stifel Nicolaus Maintains General Growth Properties at Buy, Raises PT from $20 to $21",2
EFX,2011-10-28,UPDATE: JP Morgan Raises PT to $40 on Equifax ,1
STLD,2016-07-19,"Axiom Gordon Johnson Says Chinese Home Prices 'appear to have peaked', Sees Possible Demand Headwinds For Steel",1
TCS,2017-08-21,The Container Store Group Lowers FY2017 EPS Guidance from $0.37-0.49 to $0.27-0.40 vs $0.37 Est,1
HOS,2011-05-05,Hornbeck Offshore Services Reports EPS of $(0.34) vs. $(0.14) Estimate; Revenues $61.3M vs. $79.23M Estimate (HOS),1
HAFC,2012-04-20,UPDATE: DA Davidson Raises PT to $12.50 on Hanmi Financial   ,1
PRGS,2012-06-07,Progress Software Resumes Trading,1
AZN,2017-07-18,"AstraZeneca CEO Rumor Reportedly Ends, Shares Rise",1
SNY,2011-01-07,"How Close Is A Sanofi, Genzyme Deal? (GENZ, SNY)",1
TM,2012-02-01,UPDATE: Toyota Motor Sales Reports 7.5% Increase in January 2012 Sales  ,1
STLD,2013-04-17,"Steel Dynamics, Inc. Reports Q1 EPS of $0.21, Inline",1
TM,2013-11-27,"Online Shopping Tools Attract Young, Would-Be Car Buyers",1
BBL,2015-06-02,Top 4 NYSE Stocks In The Industrial Metals & Minerals Industry With The Highest Revenue,2
NPO,2014-02-07,Enpro Says Q1 Total Sales Not Likely to Exceed Sales from Prior-Year Qtr.,0
TOL,2014-02-25,"Stocks To Watch For February 25, 2014",1
LEDS,2014-02-24,LEDinside Says Decreasing LED Bulb Price Trend to Continue in 2014 -Digitimes,0
TM,2010-09-15,What's Hot on TheStreet,1
STRA,2013-07-25,"Strayer Education, Inc. Reports Q2 EPS of $1.42 vs $1.38 Est; Revenue of $132.0M vs $130.41M Est",0
STLD,2012-06-18,"Financial Breakfast: Morning News Summary for June 18, 2012",2
IMPV,2015-11-05,"FBR's Daniel Ives on Sell-Off in FireEye: 'issues are much more company-specific,' Not Sector Wide; Says Would Be 'Strong Buyers of Cybersecurity Basket,' Including Palo Alto, Proofpoint, Checkpoint",1
NRG,2012-07-24,UPDATE: Deutsche Bank Downgrades NRG Energy to Hold ,0
APWC,2012-10-05,"Asia Pacific Announces First Half Revenue of $215.3M, Down 20.4% From 2011; To Conduct Share Repurchase Program",2
DG,2014-08-18,Morning Market Movers ,1
INXN,2012-03-20,UPDATE: Wells Fargo Securities Upgrades InterXion Holding NV to Outperform,1
AZN,2017-08-21,"Ethris Announces Five-Year Strategic Collaboration with AstraZeneca, MedImmune to Develop mRNA Therapies for Respiratory Diseases",1
NRP,2010-10-22,Energy Income Plays: Five Favorite Pass-Through Securities ,1
ETN,2010-10-14,Eaton Collaborates With Cochran Marine to Provide Clean Marine Shore Power,1
SNY,2017-04-20,"Hearing Sanofi's Head of Diabetes Unit Has Said Co. is Considering Diabetes Device Assets Which May Come to Market, is Not Positive a Any Deal Will Happen",1
ACGL,2011-07-18,"Chubb Earnings Preview: Revenue, Earnings Expected to Fall from Previous Quarter",1
JRVR,2016-11-02,"James River Group Declares A $1.35/Share Special Dividend, Increases Qtr. Dividend To $0.30/Share",0
KEY,2017-10-03,"Fitch Affirmed Ratings On Comerica, Citizens, Capital One, BB&T, KeyCorp, Huntington, US Bancorp, PNC, SunTrust, M&T",1
INXN,2015-03-18,Zayo Enters Agreement with Interxion to Facilitate Expansion in Ireland,1
JCI,2014-04-23,"Johnson Controls, Inc. Sees Q3 EPS $0.81-0.84 vs $0.86 Est",1
AMRC,2012-02-29,"Wedbush Securities Maintains Ameresco at Outperform, Lowers PT from $17 to $16",1
HALL,2017-08-07,"Hallmark Financial Services Reports Q2 EPS $(0.18) vs $0.06 In Same Qtr. Last Year, Sales $93.5M vs $91.1M YoY",2
JWN,2012-08-30,"McAdams Wright Ragen Maintains Nordstrom at Buy, Raises PT from $63 to $66",1
DKS,2011-08-29,Stifel Nicolaus Maintains Buy on Nike,2
MKC,2015-01-28,"McCormick Q4 Eps $1.16 vs $1.15, Sales $1.17B",1
STLD,2011-12-30,"Bank of America Views Sparrows Point Shutdown as Potentially Positive for AKS, X, STLD, NUE",1
JCI,2015-10-29,"10 Stocks To Watch For October 29, 2015",1
PTR,2014-01-08,Market Wrap For January 8: Fed Minutes Released,1
JWN,2010-12-02,Nordstrom Declines. Watch This Level. ,1
CBG,2014-08-04,CBRE Group Closes Acquisition of Preuss ,1
GD,2010-12-21,Boeing Ups 777 Production Again - Analyst Blog,1
STLD,2017-07-19,"Steel Dynamics Reports Q2 EPS $0.63 vs. $0.63 Est., Sales $2.4B vs. $2.39B Est.",2
JWN,2011-10-06,UPDATE: Citi Raises PT on Nordstrom to $57,0
TOL,2011-07-21,"Citigroup Downgrades Toll Brothers To Hold, $23 PT",1
ETN,2011-10-24,UPDATE: Eaton Corporation Reports Q3 EPS Ex-Items $1.08 vs $1.08 Est; Revenues $4.12B vs $4.19B Est,2
ADI,2012-04-02,Analog Devices Buys Multigig,1
CNX,2014-08-26,CONSOL Energy Announces CONE Midstream Partners LP Has Filed Registration Statement for Midstream MLP,1
MTOR,2013-01-08,"Meritor Announces Restructuring, Will Reduce Headcount by 200 Salaried Employees",0
KEY,2012-02-03,13 Cheap US Stocks Insiders Bought Recently,2
SPB,2011-01-25,CREE INC (CREE) - Profit Tracks,0
DG,2014-09-08,Option Alert: Activity in Dollar TreeJan $57.5/$65 Call Spread; Currently $55.65,1
MDCO,2017-04-07,Option Alert: Medicines Co May 65.0 Calls Sweep: 1000 @  ASK  $2.05: 1000 traded vs 1592 OI:  Earnings 5/8 Before Open [est]  $50.66 Ref,2
AZN,2011-06-27,Goldman Sachs Reiterates Neutral on Bristol Myers Squibb and AstraZeneca,1
RENN,2015-06-10,UPDATE: Renren Go-Private Deal at $4.20/ADS,0
RGLD,2017-06-30,Going For The Gold With A New Gold Miners ETF,1
TOL,2015-02-24,Why Compass Point Is Still Neutral On Toll Brothers,1
ELGX,2014-08-25,"BTIG Research Upgrades Endologix, Inc. to Buy, Announces $17.00 PT",1
DG,2011-08-30,Dollar General to Debut eCommerce Site   ,2
NAV,2012-08-22,Navistar Financial Mexico Obtains US$95 Million Facility From Bancomext,1
DKS,2017-02-14,Deutsche Bank Prefers Dicks Sporting Goods After Hibbett Sports' Weak Outlook,2
NBL,2015-05-21,5 More E&Ps Just Presented At The UBS Global Oil & Gas Conference,1
MDCO,2014-07-07,The Medicines Company Announces The European Medicines Agency Have Granted Authorization for Renewal For Angiox,1
DG,2015-06-26,Stocks Hitting 52-Week Highs,1
HBAN,2014-10-17,Huntington Bancshares Raises Qtr. Dividend from $0.05 to $0.06/Share,0
IMPV,2015-06-02,"Guggenheim: Barracuda Networks, Palo Alto Better Cybersecurity Picks Than FireEye, Fortinet And Imperva",1
TX,2012-04-25,Ternium Spiking Higher on Heavy Volume; Currently at $23.11,2
GD,2014-07-23,General Dynamics Conference Call: Expects Aerospace Operating Margin of 18%,1
RUTH,2012-03-09,Ruth's Hospitality Group Announces Repurchase of Preferred Stock Investment,2
TM,2014-11-04,"TrueCar Release Suggests 'Post-Recession US Auto Revenue Outpaces Volume Growth,' Cites 'Richer Segment Mix;' '15 Sales Forecast Raised from 16.5M to 16.7M",1
JWN,2015-11-25,What Do Consumers Buy On Black Friday?,1
FOXF,2013-09-03,"Baird Initiates Coverage on Fox Factory Holding Corp. at Outperform, Announces $23.00 PT",0
HBAN,2011-12-09,Notable Put Options Activity in Huntington Bancshares,2
PERY,2014-09-12,"UPDATE: Wunderlich Initiates Coverage On Perry Ellis International, Inc.",1
PTR,2013-11-05,Profit from the Best of Both Worlds with Chevron ,0
ETN,2014-02-20,"ETF Outlook for Thursday, February 20, 2014 (XLF, GEX, USO, NGE, TSLA)",1
DG,2016-11-30,Q3 2016 Real-Time Call Brief,1
MDU,2016-11-22,MDU Resources Reports Five-Year Capital Plan Forecast,1
NPO,2015-10-27,EnPro Industrials Reports Q2 Adj Loss $1.66 May Not Compare; Approves Plan To Restructure Some Operations Within Compressor Products Unit & May Incur Expense Of $7.8-$10M,0
PERY,2013-02-19,Perry Ellis International Inc. Sees FY2013 EPS $1.43-1.45 vs $1.79 Est,0
EFX,2017-09-11,Hearing US Senate Finance Committee Leaders Have Sent Letter To Equifax CEO Demanding Info Related To Data Breach,0
ADI,2016-07-26,Hearing Analog Devices is in Advanced Talks for Purchase of Linear Tech,2
AEG,2011-05-12,US Stock Futures Signal Lower Start On Wall Street; Weekly Jobless Claims Data In Focus; Cisco Shares Down In Pre-Market Trading ,1
SNV,2013-01-09,"Keefe Bruyette & Woods Upgrades Synovus Financial Corp. to Outperform, Raises PT to $3.25",0
TM,2015-11-23,CNBC's Phil LeBeau Highlighting Edmunds.com Forecast for Nov. Auto Sales at Seasonally-Adjusted Annual Rate of 18.3M Units,1
HBAN,2016-01-26,"Benzinga's M&A Chatter for Tuesday January 26, 2015",0
TX,2010-11-04,"Ternium Revenue 10% Lower, J.P. Morgan Reports",2
VNOM,2014-09-03,Benzinga's Top Initiations,1
AEZS,2013-05-08,Aeterna Zentaris Announces Election of Directors at its Annual Meeting of Shareholders,1
ZGNX,2017-05-04,"Zogenix Reports Q1 EPS $(0.86) vs $(0.88) Est., Sales $2.7M vs $4.23M Est.",2
DKS,2016-11-15,Technical Alert: Dick's Sporting Goods Lower After Q3 Report,1
ACC,2015-09-15,"JMP Securities Initiates Coverage on American Campus at Market Outperform, Announces $41.00 PT",2
HBAN,2010-09-08,Deutsche's Question Bank September 2010,2
TOL,2014-02-19,Homebuilders Starting to Feel the Crunch We've Been Predicting for Months,1
NBL,2011-01-28,"Noble Energy Initiated At Buy By Wunderlich, $101 PT",1
ALSN,2016-01-13,Credit Suisse Offers Key 2016 Topics For Machinery Sector,1
DKS,2011-08-30,"Citigroup Adds DKS To Top Picks List, Makes Company Most Preferred Stock and Best Idea",1
PTR,2014-12-04,Markets Marginally Lower Ahead Of Friday's Jobs Report,1
COF,2016-10-03,"UPDATE: Bass Pro Shops, Cabela's Report Entering Into Multi-Year Card Partnership with Capital One",1
NRG,2014-12-19,Morgan Stanley's Renewable Energy Stock Picks For 2015,0
LUB,2015-02-09,"Lubys CEO Pappas Buys 22,828 Shares @$5.07/Share -Form 4",1
EGO,2011-07-05,Biggest Winners and Losers After the Opening Bell,2
BPL,2012-02-10,A Peek Into The Market Before The Trading Starts,1
RGEN,2017-09-26,"Repligen Shares Down 15% Tuesday Amid Concern Related To Monday Launch Of GE Healthcare's New Protein A Chromatography Resin, Continued Investment Into Resin",0
FENG,2017-06-20,Watching China-Based US-Traded Stocks Ahead Of MSCI Decision If China A Shares Will Be Included In Firm's Emerging Markets Index,0
RGEN,2012-09-21,Repligen Names Jonathan I. Lieber CFO ,1
SNY,2017-03-24,"Wall Street's M&A Chatter From March 23: Citrix, Dow-Dupont, TripAdvisor",1
HBAN,2017-08-11,"Benzinga's Top Upgrades, Downgrades For August 11, 2017",0
ETN,2013-02-25,"Credit Suisse Initiates Coverage on Eaton Corporation at Outperform, Announces $72.00 PT",0
JCI,2015-07-24,"Earnings Scheduled For July 24, 2015",0
WTM,2016-02-26,White Mountains To Buyback 1M Shares,1
GD,2012-01-11,Why Ron Paul's Proposed Military Cuts Could Ruin the Economy,1
DKS,2012-05-15,Benzinga's Top Pre-Market Gainers,1
TM,2012-08-20,Honda Manufactured the Most Stolen Cars in 2011,1
CBG,2010-06-21,CB Richard Ellis Receives Overweight Rating from JP Morgan (CBG),0
HBCP,2016-07-26,Home Bancorp Reports Q2 EPS $0.57 vs. Est. $0.56,2
STLD,2010-03-08,KeyBanc Upgrades Steel Dynamics (STLD),1
IMPV,2016-08-16,The Most Popular Stocks This 13F Season,1
G,2013-11-13,Morgan Stanley Upgrades Genpact Limited to Overweight,1
CSV,2017-08-21,Carriage Services Reports Repurchase of 100K Shares from its Chairman of the Board and Chief Executive Officer Melvin Payne At $23.85/Share,1
MNTX,2016-09-26,S-3 from Manitex Int'l Shows Registration for $75M Mixed Securities Shelf Offering,1
DKS,2010-08-19,Before The Bell – What To Expect In The Market Today,1
SNY,2011-12-20,Genzyme Reports Top-line Results for TENERE Study of Oral Teriflunomide in Relapsing Multiple Sclerosis  ,1
CNX,2012-03-29,"UBS Maintains Consol Energy at Buy, Lowers PT from $52 to $46",2
TXRH,2012-07-31,UPDATE: Deutsche Bank Reduces PT to $19 on Texas Roadhouse on Traffic Weakness  ,0
HAFC,2015-12-21,Hanmi Financial Raises Qtr. Dividend from $0.11 to $0.14/Share,1
COF,2015-12-22,"Evercore ISI Group Initiates Coverage on Capital One Financial at Hold, Announces $78.00 PT",1
RGLD,2011-08-04,Top 4 Mid-Cap Stocks In The Gold Industry With The Highest Operating Margin,0
DG,2012-03-22,Stocks To Watch For March 22 ,1
KAI,2011-10-26,Kadant Reports Q3 EPS $0.80 May Not Compare $0.42 Est; Revenues $84.4M vs $81.00M Est				,0
TXRH,2016-09-29,KeyBanc Downgrades Texas Roadhouse to Sector Weight,1
DG,2014-12-04,"Earning and Economic Calendar for Thursday December 4, 2014",2
RUBI,2015-03-18,"A Media 'Pangea' Is Teaming Up Against Facebook, Google, Twitter & LinkedIn",1
TOL,2015-02-09,Jim Strugger's Options Strategy For Toll Brothers,1
CORI,2017-08-03,"Corium Reports Q3 EPS $(0.43) vs $(0.32) Est., Sales $8.1M vs $9.1M Est.",1
NRG,2016-04-19,"NRG Energy To Bring Solar Power To Haitian Non-Profits, GHESKIO & SOIL",2
RGLD,2015-01-30,Top 4 Stocks In The Gold Industry With The Highest EPS,2
EROS,2014-12-23,Eros International Acquires Global Rights To Dil Dhadakne Do & Bangistan,2
GD,2013-01-18,The Week Ahead: Tech Earnings in Focus,1
PCH,2015-04-17,"Top 4 Small-Cap Stocks In The Lumber, Wood Production Industry With The Highest ROI",1
BLIN,2016-06-08,Bridgeline Digital  +223% Premaket @$3.40; Co Announced Launch of iAPPS Pro Product Line,0
ADI,2015-10-14,Watch Semiconductor Sympathy Plays From Positive Industry Linear Technology Commentary And Move,2
STLD,2011-05-23,"Top Iron and Steel Stocks to watch on 5/23/11- OSN, SUTR, SIM, SMS, SCHN, X, BOOM, CMC, CRS, GGB, STLD, WOR, AKS, TX…",1
KEY,2015-11-02,Citigroup Upgrades KeyCorp to Buy,1
TM,2012-05-09,Tesla Says Odds of Scaling Up Rav4 Project are Good,2
HALO,2016-11-03,"Deutsche Bank Initiates Coverage On Halozyme Therapeutics, Inc. - Common Stock at Buy",1
ZGNX,2014-07-17,"Zogenix Announces David Brushwood, J.D., R.Ph., Joins External Safe Use Board",1
SPB,2015-08-05,"Spectrum Brands Holdings Reports Q3 EPS $1.42 Vs Est $1.41, Sales $1.25B vs Est $1.25B",0
COF,2010-09-09,"Dick Bove Compiles List of 16 Bank Takeover Targets (COF, STI, ZION)",1
STLD,2016-07-20,"'As Good As It Gets' In Nucor, Bank Of America Says; Downgrades To Neutral",1
JCI,2012-06-20,"UBS Lowers PT on Johnson Controls from $33 to $30, Maintains Neutral",1
JCI,2016-10-18,Benzinga's Top Initiations,1
