stock,year,label
BFAM,2014,2
BFAM,2015,2
BFAM,2016,1
BFAM,2017,2
JEC,2014,0
JEC,2015,1
JEC,2016,2
JEC,2017,1
BREW,2014,0
BREW,2015,0
BREW,2016,2
BREW,2017,2
HSIC,2014,2
HSIC,2015,2
HSIC,2016,1
HSIC,2017,0
NGS,2014,0
NGS,2015,1
NGS,2016,2
NGS,2017,0
NTRS,2014,2
NTRS,2015,1
NTRS,2016,2
NTRS,2017,1
USEG,2014,0
USEG,2015,0
USEG,2016,2
USEG,2017,1
WPZ,2014,1
WPZ,2015,0
WPZ,2016,2
WPZ,2017,1
MSCI,2014,2
MSCI,2015,2
MSCI,2016,2
MSCI,2017,2
BID,2014,0
BID,2015,0
BID,2016,2
BID,2017,2
ORIT,2014,1
ORIT,2015,2
ORIT,2016,2
ORIT,2017,0
HWBK,2014,2
HWBK,2015,2
HWBK,2016,2
HWBK,2017,2
TBK,2014,1
TBK,2015,2
TBK,2016,2
TBK,2017,2
EIM,2014,2
EIM,2015,1
EIM,2016,1
EIM,2017,1
PBPB,2014,0
PBPB,2015,0
PBPB,2016,2
PBPB,2017,0
TSEM,2014,2
TSEM,2015,1
TSEM,2016,2
TSEM,2017,2
FSBW,2014,1
FSBW,2015,2
FSBW,2016,2
FSBW,2017,2
CVGW,2014,2
CVGW,2015,1
CVGW,2016,2
CVGW,2017,2
SALT,2014,0
SALT,2015,0
SALT,2016,0
SALT,2017,2
FRBK,2014,2
FRBK,2015,2
FRBK,2016,2
FRBK,2017,1
FBNK,2014,1
FBNK,2015,1
FBNK,2016,2
FBNK,2017,2
MTD,2014,2
MTD,2015,2
MTD,2016,2
MTD,2017,2
CAE,2014,1
CAE,2015,0
CAE,2016,2
CAE,2017,2
HPT,2014,2
HPT,2015,0
HPT,2016,2
HPT,2017,1
OAKS,2014,2
OAKS,2015,0
OAKS,2016,2
OAKS,2017,0
WDAY,2014,1
WDAY,2015,1
WDAY,2016,0
WDAY,2017,2
MTBC,2014,0
MTBC,2015,0
MTBC,2016,0
MTBC,2017,2
FNHC,2014,2
FNHC,2015,2
FNHC,2016,0
FNHC,2017,0
DYN,2014,2
DYN,2015,0
DYN,2016,0
DYN,2017,2
GFED,2014,2
GFED,2015,2
GFED,2016,2
GFED,2017,1
INO,2014,0
INO,2015,0
INO,2016,1
INO,2017,0
RGLD,2014,2
RGLD,2015,0
RGLD,2016,2
RGLD,2017,2
PWOD,2014,1
PWOD,2015,1
PWOD,2016,2
PWOD,2017,1
SIF,2014,1
SIF,2015,0
SIF,2016,0
SIF,2017,1
SCLN,2014,2
SCLN,2015,1
SCLN,2016,2
SCLN,2017,1
TNDM,2014,0
TNDM,2015,1
TNDM,2016,0
TNDM,2017,0
CBAK,2014,0
CBAK,2015,2
CBAK,2016,0
CBAK,2017,2
JKS,2014,0
JKS,2015,2
JKS,2016,0
JKS,2017,2
NTIP,2014,1
NTIP,2015,1
NTIP,2016,2
NTIP,2017,2
MPX,2014,0
MPX,2015,0
MPX,2016,2
MPX,2017,1
HMSY,2014,1
HMSY,2015,0
HMSY,2016,2
HMSY,2017,0
SLP,2014,2
SLP,2015,2
SLP,2016,1
SLP,2017,2
BAM,2014,2
BAM,2015,1
BAM,2016,2
BAM,2017,2
CME,2014,2
CME,2015,1
CME,2016,2
CME,2017,2
HALL,2014,2
HALL,2015,1
HALL,2016,1
HALL,2017,1
ARTNA,2014,1
ARTNA,2015,2
ARTNA,2016,2
ARTNA,2017,2
PNNT,2014,1
PNNT,2015,0
PNNT,2016,2
PNNT,2017,1
MYL,2014,2
MYL,2015,1
MYL,2016,0
MYL,2017,1
IHT,2014,2
IHT,2015,1
IHT,2016,1
IHT,2017,0
COKE,2014,2
COKE,2015,2
COKE,2016,1
COKE,2017,1
KNDI,2014,1
KNDI,2015,0
KNDI,2016,0
KNDI,2017,2
DMRC,2014,2
DMRC,2015,2
DMRC,2016,0
DMRC,2017,2
FOMX,2014,2
FOMX,2015,1
FOMX,2016,2
FOMX,2017,0
PAGP,2014,1
PAGP,2015,0
PAGP,2016,2
PAGP,2017,0
ERJ,2014,2
ERJ,2015,0
ERJ,2016,0
ERJ,2017,1
MMSI,2014,2
MMSI,2015,2
MMSI,2016,2
MMSI,2017,2
UTSI,2014,1
UTSI,2015,0
UTSI,2016,0
UTSI,2017,2
NTIC,2014,2
NTIC,2015,0
NTIC,2016,1
NTIC,2017,2
AXE,2014,1
AXE,2015,0
AXE,2016,2
AXE,2017,0
CTIB,2014,0
CTIB,2015,2
CTIB,2016,2
CTIB,2017,0
RWC,2014,2
RWC,2015,0
RWC,2016,2
RWC,2017,0
DHR,2014,2
DHR,2015,1
DHR,2016,0
DHR,2017,2
KELYA,2014,0
KELYA,2015,1
KELYA,2016,2
KELYA,2017,2
FTI,2014,1
FTI,2015,0
FTI,2016,2
FTI,2017,0
GCO,2014,1
GCO,2015,0
GCO,2016,1
GCO,2017,0
PER,2014,0
PER,2015,0
PER,2016,2
PER,2017,1
YELP,2014,0
YELP,2015,0
YELP,2016,2
YELP,2017,2
WSBF,2014,2
WSBF,2015,1
WSBF,2016,2
WSBF,2017,1
PTN,2014,1
PTN,2015,0
PTN,2016,0
PTN,2017,2
DRQ,2014,0
DRQ,2015,0
DRQ,2016,1
DRQ,2017,0
AMWD,2014,1
AMWD,2015,2
AMWD,2016,1
AMWD,2017,2
GRBK,2014,2
GRBK,2015,0
GRBK,2016,2
GRBK,2017,2
UVV,2014,0
UVV,2015,2
UVV,2016,2
UVV,2017,1
BANR,2014,1
BANR,2015,1
BANR,2016,2
BANR,2017,1
SLF,2014,1
SLF,2015,1
SLF,2016,2
SLF,2017,1
KONA,2014,2
KONA,2015,0
KONA,2016,0
KONA,2017,0
SFS,2014,2
SFS,2015,2
SFS,2016,0
SFS,2017,0
NLSN,2014,1
NLSN,2015,1
NLSN,2016,1
NLSN,2017,0
NYLD,2015,0
NYLD,2016,2
NYLD,2017,2
JRVR,2014,1
JRVR,2015,2
JRVR,2016,2
JRVR,2017,1
BWEN,2014,0
BWEN,2015,0
BWEN,2016,2
BWEN,2017,0
APF,2014,1
APF,2015,1
APF,2016,1
APF,2017,2
VG,2014,2
VG,2015,2
VG,2016,2
VG,2017,2
SUI,2014,2
SUI,2015,2
SUI,2016,2
SUI,2017,2
MDCO,2014,0
MDCO,2015,2
MDCO,2016,1
MDCO,2017,1
FTD,2014,1
FTD,2015,0
FTD,2016,1
FTD,2017,0
NOC,2014,2
NOC,2015,2
NOC,2016,2
NOC,2017,2
ACM,2014,1
ACM,2015,1
ACM,2016,2
ACM,2017,1
PFO,2014,2
PFO,2015,1
PFO,2016,2
PFO,2017,2
BRG,2014,1
BRG,2015,1
BRG,2016,2
BRG,2017,1
VMI,2014,0
VMI,2015,0
VMI,2016,2
VMI,2017,2
PDCE,2014,0
PDCE,2015,2
PDCE,2016,2
PDCE,2017,0
GNE,2014,0
GNE,2015,2
GNE,2016,0
GNE,2017,1
IPG,2014,2
IPG,2015,2
IPG,2016,1
IPG,2017,0
DAR,2014,0
DAR,2015,0
DAR,2016,2
DAR,2017,2
BPTH,2014,0
BPTH,2015,0
BPTH,2016,1
BPTH,2017,0
FBHS,2014,1
FBHS,2015,2
FBHS,2016,1
FBHS,2017,2
KYN,2014,1
KYN,2015,0
KYN,2016,2
KYN,2017,0
CAJ,2014,1
CAJ,2015,1
CAJ,2016,1
CAJ,2017,2
OFG,2014,1
OFG,2015,0
OFG,2016,2
OFG,2017,0
CCF,2014,1
CCF,2015,2
CCF,2016,2
CCF,2017,2
IP,2014,2
IP,2015,0
IP,2016,2
IP,2017,1
VLP,2014,2
VLP,2015,2
VLP,2016,1
VLP,2017,1
CL,2014,1
CL,2015,1
CL,2016,1
CL,2017,2
EVLV,2014,1
EVLV,2015,0
EVLV,2016,0
EVLV,2017,0
SIX,2014,2
SIX,2015,2
SIX,2016,2
SIX,2017,2
SAMG,2014,1
SAMG,2015,0
SAMG,2016,2
SAMG,2017,2
HCKT,2014,2
HCKT,2015,2
HCKT,2016,2
HCKT,2017,0
RGR,2014,0
RGR,2015,2
RGR,2016,0
RGR,2017,1
WTR,2014,2
WTR,2015,2
WTR,2016,1
WTR,2017,2
MTOR,2014,2
MTOR,2015,0
MTOR,2016,2
MTOR,2017,2
BCOM,2014,1
BCOM,2015,2
BCOM,2016,1
BCOM,2017,0
BXC,2014,0
BXC,2015,0
BXC,2016,2
BXC,2017,2
THR,2014,0
THR,2015,0
THR,2016,2
THR,2017,1
CG,2014,0
CG,2015,0
CG,2016,1
CG,2017,2
WGL,2014,2
WGL,2015,2
WGL,2016,2
WGL,2017,2
GSK,2014,0
GSK,2015,1
GSK,2016,1
GSK,2017,1
SPNS,2014,1
SPNS,2015,2
SPNS,2016,2
SPNS,2017,0
TGTX,2014,2
TGTX,2015,0
TGTX,2016,0
TGTX,2017,2
UMBF,2014,1
UMBF,2015,0
UMBF,2016,2
UMBF,2017,1
PGR,2014,1
PGR,2015,2
PGR,2016,2
PGR,2017,2
WMC,2014,2
WMC,2015,0
WMC,2016,2
WMC,2017,1
TISI,2014,1
TISI,2015,0
TISI,2016,2
TISI,2017,0
RESN,2014,2
RESN,2015,0
RESN,2016,2
RESN,2017,1
FRBA,2014,1
FRBA,2015,2
FRBA,2016,2
FRBA,2017,1
KANG,2014,1
KANG,2015,2
KANG,2016,0
KANG,2017,0
FEIM,2014,1
FEIM,2015,1
FEIM,2016,1
FEIM,2017,0
MCRI,2014,0
MCRI,2015,2
MCRI,2016,2
MCRI,2017,2
TRNS,2014,2
TRNS,2015,1
TRNS,2016,2
TRNS,2017,2
ERIC,2014,1
ERIC,2015,0
ERIC,2016,0
ERIC,2017,1
ALLY,2014,1
ALLY,2015,0
ALLY,2016,1
ALLY,2017,2
CENTA,2014,2
CENTA,2015,2
CENTA,2016,2
CENTA,2017,2
LAYN,2014,0
LAYN,2015,0
LAYN,2016,2
LAYN,2017,2
RWLK,2014,0
RWLK,2015,0
RWLK,2016,0
RWLK,2017,0
ARWR,2014,0
ARWR,2015,0
ARWR,2016,0
ARWR,2017,2
AOI,2014,0
AOI,2015,0
AOI,2016,2
AOI,2017,0
MFC,2014,1
MFC,2015,0
MFC,2016,2
MFC,2017,2
LGND,2014,1
LGND,2015,2
LGND,2016,1
LGND,2017,2
GRIF,2014,1
GRIF,2015,0
GRIF,2016,2
GRIF,2017,2
DRD,2014,0
DRD,2015,1
DRD,2016,2
DRD,2017,0
PES,2014,0
PES,2015,0
PES,2016,2
PES,2017,0
SLGN,2014,2
SLGN,2015,1
SLGN,2016,1
SLGN,2017,2
CNO,2014,1
CNO,2015,2
CNO,2016,1
CNO,2017,2
SENEB,2014,1
SENEB,2015,1
SENEB,2016,2
SENEB,2017,0
NEN,2014,2
NEN,2015,1
NEN,2016,2
NEN,2017,2
ESPR,2014,2
ESPR,2015,0
ESPR,2016,0
ESPR,2017,2
UGI,2014,2
UGI,2015,1
UGI,2016,2
UGI,2017,1
TFX,2014,2
TFX,2015,2
TFX,2016,2
TFX,2017,2
SORL,2014,1
SORL,2015,0
SORL,2016,2
SORL,2017,2
LPTH,2014,0
LPTH,2015,2
LPTH,2016,0
LPTH,2017,2
ARW,2014,1
ARW,2015,1
ARW,2016,2
ARW,2017,1
BCPC,2014,2
BCPC,2015,1
BCPC,2016,2
BCPC,2017,1
EFX,2014,2
EFX,2015,2
EFX,2016,1
EFX,2017,1
CNXR,2014,1
CNXR,2015,0
CNXR,2016,0
CNXR,2017,0
IDT,2014,2
IDT,2015,0
IDT,2016,2
IDT,2017,0
CVBF,2014,1
CVBF,2015,1
CVBF,2016,2
CVBF,2017,1
MCY,2014,2
MCY,2015,0
MCY,2016,2
MCY,2017,1
PTLA,2014,1
PTLA,2015,2
PTLA,2016,0
PTLA,2017,2
EBSB,2014,2
EBSB,2015,2
EBSB,2016,2
EBSB,2017,1
GDOT,2014,0
GDOT,2015,0
GDOT,2016,2
GDOT,2017,2
TRIP,2014,1
TRIP,2015,2
TRIP,2016,0
TRIP,2017,0
NFG,2014,1
NFG,2015,0
NFG,2016,2
NFG,2017,1
SCSC,2014,1
SCSC,2015,0
SCSC,2016,2
SCSC,2017,1
SLCA,2014,0
SLCA,2015,0
SLCA,2016,2
SLCA,2017,0
AINV,2014,1
AINV,2015,0
AINV,2016,2
AINV,2017,1
TGC,2014,0
TGC,2015,0
TGC,2016,0
TGC,2017,0
NR,2014,0
NR,2015,0
NR,2016,2
NR,2017,2
HUSA,2014,0
HUSA,2015,1
HUSA,2016,2
HUSA,2017,2
FI,2014,0
FI,2015,1
FI,2016,0
FI,2017,0
VLO,2014,1
VLO,2015,2
VLO,2016,1
VLO,2017,2
BNSO,2014,0
BNSO,2015,1
BNSO,2016,2
BNSO,2017,2
SQNS,2014,0
SQNS,2015,2
SQNS,2016,0
SQNS,2017,1
DEPO,2014,2
DEPO,2015,2
DEPO,2016,1
DEPO,2017,0
CALD,2014,2
CALD,2015,2
CALD,2016,1
CALD,2017,2
CHSCP,2014,2
CHSCP,2015,1
CHSCP,2016,1
CHSCP,2017,1
NP,2014,2
NP,2015,1
NP,2016,2
NP,2017,1
CHK,2014,0
CHK,2015,0
CHK,2016,2
CHK,2017,0
SMMF,2014,2
SMMF,2015,2
SMMF,2016,2
SMMF,2017,1
WLDN,2014,2
WLDN,2015,0
WLDN,2016,2
WLDN,2017,2
AIN,2014,1
AIN,2015,1
AIN,2016,2
AIN,2017,2
FDS,2014,2
FDS,2015,2
FDS,2016,1
FDS,2017,2
RIBT,2014,0
RIBT,2015,0
RIBT,2016,0
RIBT,2017,2
SAFM,2014,2
SAFM,2015,1
SAFM,2016,2
SAFM,2017,2
STAR,2014,1
STAR,2015,0
STAR,2016,1
STAR,2017,1
KLXI,2014,1
KLXI,2015,0
KLXI,2016,2
KLXI,2017,2
IRDM,2014,2
IRDM,2015,0
IRDM,2016,2
IRDM,2017,1
HUN,2014,1
HUN,2015,0
HUN,2016,2
HUN,2017,2
CXP,2014,1
CXP,2015,1
CXP,2016,1
CXP,2017,1
EBAY,2014,1
EBAY,2015,2
EBAY,2016,2
EBAY,2017,2
PTSI,2014,2
PTSI,2015,0
PTSI,2016,1
PTSI,2017,2
CMTL,2014,1
CMTL,2015,0
CMTL,2016,0
CMTL,2017,2
CLNE,2014,0
CLNE,2015,0
CLNE,2016,0
CLNE,2017,0
ATHN,2014,2
ATHN,2015,1
ATHN,2016,0
ATHN,2017,2
FAF,2014,2
FAF,2015,1
FAF,2016,1
FAF,2017,2
PCYG,2014,1
PCYG,2015,2
PCYG,2016,1
PCYG,2017,0
WNC,2014,1
WNC,2015,1
WNC,2016,2
WNC,2017,2
IRIX,2014,0
IRIX,2015,1
IRIX,2016,2
IRIX,2017,0
CHFC,2014,1
CHFC,2015,2
CHFC,2016,2
CHFC,2017,1
LMOS,2014,0
LMOS,2015,0
LMOS,2016,2
LMOS,2017,2
GAM,2014,2
GAM,2015,1
GAM,2016,2
GAM,2017,2
GRUB,2014,1
GRUB,2015,0
GRUB,2016,2
GRUB,2017,2
LYV,2014,2
LYV,2015,1
LYV,2016,2
LYV,2017,2
MBII,2014,0
MBII,2015,0
MBII,2016,2
MBII,2017,0
GSIT,2014,0
GSIT,2015,0
GSIT,2016,2
GSIT,2017,2
SBNY,2014,2
SBNY,2015,2
SBNY,2016,1
SBNY,2017,0
ASRV,2014,1
ASRV,2015,1
ASRV,2016,2
ASRV,2017,1
AN,2014,2
AN,2015,1
AN,2016,0
AN,2017,1
ATRI,2014,2
ATRI,2015,2
ATRI,2016,2
ATRI,2017,2
TTOO,2014,2
TTOO,2015,0
TTOO,2016,0
TTOO,2017,0
UFS,2014,0
UFS,2015,1
UFS,2016,2
UFS,2017,2
MHK,2014,1
MHK,2015,2
MHK,2016,1
MHK,2017,2
SWN,2014,0
SWN,2015,0
SWN,2016,2
SWN,2017,0
DWSN,2014,0
DWSN,2015,0
DWSN,2016,2
DWSN,2017,0
BGH,2014,1
BGH,2015,1
BGH,2016,2
BGH,2017,2
ISDR,2014,1
ISDR,2015,0
ISDR,2016,2
ISDR,2017,2
BKJ,2014,0
BKJ,2015,1
BKJ,2016,2
BKJ,2017,2
SCYX,2014,2
SCYX,2015,0
SCYX,2016,0
SCYX,2017,0
CRAY,2014,2
CRAY,2015,1
CRAY,2016,0
CRAY,2017,1
SJI,2014,2
SJI,2015,0
SJI,2016,2
SJI,2017,1
ATRA,2014,2
ATRA,2015,1
ATRA,2016,0
ATRA,2017,0
REG,2014,2
REG,2015,1
REG,2016,1
REG,2017,1
CYCCP,2014,0
CYCCP,2015,0
CYCCP,2016,2
CYCCP,2017,1
CDXS,2014,2
CDXS,2015,2
CDXS,2016,1
CDXS,2017,2
SINA,2014,0
SINA,2015,2
SINA,2016,2
SINA,2017,2
JONE,2014,0
JONE,2015,0
JONE,2016,2
JONE,2017,0
NXST,2014,1
NXST,2015,2
NXST,2016,2
NXST,2017,1
EXTR,2014,0
EXTR,2015,2
EXTR,2016,2
EXTR,2017,2
GCBC,2014,2
GCBC,2015,2
GCBC,2016,2
GCBC,2017,2
AXDX,2014,2
AXDX,2015,2
AXDX,2016,1
AXDX,2017,0
IOSP,2014,1
IOSP,2015,2
IOSP,2016,2
IOSP,2017,1
AIRT,2014,2
AIRT,2015,1
AIRT,2016,1
AIRT,2017,0
WTS,2014,1
WTS,2015,0
WTS,2016,2
WTS,2017,1
FOR,2014,0
FOR,2015,0
FOR,2016,2
FOR,2017,2
VJET,2014,0
VJET,2015,0
VJET,2016,0
VJET,2017,2
WMK,2014,1
WMK,2015,1
WMK,2016,2
WMK,2017,0
CYRN,2014,0
CYRN,2015,1
CYRN,2016,2
CYRN,2017,2
LECO,2014,1
LECO,2015,0
LECO,2016,2
LECO,2017,2
GAIA,2014,1
GAIA,2015,0
GAIA,2016,2
GAIA,2017,2
CASH,2014,0
CASH,2015,2
CASH,2016,2
CASH,2017,0
WAGE,2014,1
WAGE,2015,0
WAGE,2016,2
WAGE,2017,0
TEO,2014,2
TEO,2015,0
TEO,2016,2
TEO,2017,2
PRGX,2014,0
PRGX,2015,0
PRGX,2016,2
PRGX,2017,2
GOGO,2014,0
GOGO,2015,1
GOGO,2016,0
GOGO,2017,1
GNBC,2014,0
GNBC,2015,0
GNBC,2016,2
GNBC,2017,2
DRRX,2014,0
DRRX,2015,2
DRRX,2016,0
DRRX,2017,0
BBT,2014,1
BBT,2015,1
BBT,2016,2
BBT,2017,1
CTWS,2014,1
CTWS,2015,1
CTWS,2016,2
CTWS,2017,2
EFSC,2014,1
EFSC,2015,2
EFSC,2016,2
EFSC,2017,1
CRMD,2014,2
CRMD,2015,1
CRMD,2016,0
CRMD,2017,0
CSBK,2014,1
CSBK,2015,1
CSBK,2016,2
CSBK,2017,1
NYRT,2014,1
NYRT,2015,2
NYRT,2016,1
NYRT,2017,0
CPSS,2014,0
CPSS,2015,0
CPSS,2016,1
CPSS,2017,0
NEOT,2014,0
NEOT,2015,0
NEOT,2016,0
NEOT,2017,2
DKS,2014,0
DKS,2015,0
DKS,2016,2
DKS,2017,0
MBTF,2014,2
MBTF,2015,2
MBTF,2016,2
MBTF,2017,1
CBF,2014,2
CBF,2015,2
CBF,2016,2
CBF,2017,1
VOXX,2014,0
VOXX,2015,0
VOXX,2016,1
VOXX,2017,2
JCS,2014,1
JCS,2015,0
JCS,2016,0
JCS,2017,0
STE,2014,2
STE,2015,2
STE,2016,1
STE,2017,2
CBMX,2014,0
CBMX,2015,0
CBMX,2016,0
CBMX,2017,2
JAKK,2014,1
JAKK,2015,2
JAKK,2016,0
JAKK,2017,0
ACAD,2014,2
ACAD,2015,2
ACAD,2016,0
ACAD,2017,1
PETS,2014,1
PETS,2015,2
PETS,2016,2
PETS,2017,2
VRS,2016,0
VRS,2017,1
CAW,2014,2
CAW,2015,0
CAW,2016,0
CAW,2017,2
MRO,2014,0
MRO,2015,0
MRO,2016,2
MRO,2017,0
ENPH,2014,2
ENPH,2015,0
ENPH,2016,0
ENPH,2017,2
BCV,2014,2
BCV,2015,1
BCV,2016,2
BCV,2017,2
ENR,2014,2
ENR,2015,1
ENR,2016,2
ENR,2017,1
FTEK,2014,0
FTEK,2015,0
FTEK,2016,0
FTEK,2017,0
CFFI,2014,1
CFFI,2015,1
CFFI,2016,2
CFFI,2017,2
LEN,2014,2
LEN,2015,2
LEN,2016,1
LEN,2017,2
INAP,2014,1
INAP,2015,0
INAP,2016,0
INAP,2017,2
AKRX,2014,2
AKRX,2015,1
AKRX,2016,0
AKRX,2017,2
SYNT,2014,1
SYNT,2015,1
SYNT,2016,0
SYNT,2017,2
ECA,2014,0
ECA,2015,0
ECA,2016,2
ECA,2017,1
FN,2014,1
FN,2015,2
FN,2016,2
FN,2017,0
OCIP,2014,0
OCIP,2015,0
OCIP,2016,2
OCIP,2017,1
OZM,2014,1
OZM,2015,0
OZM,2016,0
OZM,2017,1
BAR,2017,1
TSM,2014,2
TSM,2015,1
TSM,2016,2
TSM,2017,2
TRP,2014,2
TRP,2015,0
TRP,2016,2
TRP,2017,2
HK,2014,0
HK,2015,0
HK,2016,0
HK,2017,0
CRAI,2014,2
CRAI,2015,0
CRAI,2016,2
CRAI,2017,2
PFS,2014,1
PFS,2015,2
PFS,2016,2
PFS,2017,1
OLN,2014,0
OLN,2015,0
OLN,2016,2
OLN,2017,2
NEO,2014,2
NEO,2015,2
NEO,2016,2
NEO,2017,1
BKEP,2014,0
BKEP,2015,1
BKEP,2016,2
BKEP,2017,0
MGRC,2014,1
MGRC,2015,0
MGRC,2016,2
MGRC,2017,2
IMOS,2014,2
IMOS,2015,0
IMOS,2016,0
IMOS,2017,2
TIK,2014,1
TIK,2015,1
TIK,2016,1
TIK,2017,0
INOD,2014,2
INOD,2015,1
INOD,2016,1
INOD,2017,0
AGRO,2014,1
AGRO,2015,2
AGRO,2016,0
AGRO,2017,0
CI,2014,2
CI,2015,2
CI,2016,1
CI,2017,2
KB,2014,0
KB,2015,0
KB,2016,2
KB,2017,2
CCK,2014,2
CCK,2015,1
CCK,2016,1
CCK,2017,2
AUMN,2014,0
AUMN,2015,0
AUMN,2016,2
AUMN,2017,0
PGRE,2014,1
PGRE,2015,1
PGRE,2016,1
PGRE,2017,1
PPBI,2014,2
PPBI,2015,2
PPBI,2016,2
PPBI,2017,1
RCMT,2014,2
RCMT,2015,1
RCMT,2016,2
RCMT,2017,1
MMI,2014,2
MMI,2015,0
MMI,2016,1
MMI,2017,2
MBT,2014,0
MBT,2015,1
MBT,2016,2
MBT,2017,2
BURL,2014,2
BURL,2015,0
BURL,2016,2
BURL,2017,2
ADES,2016,2
ADES,2017,2
NERV,2014,1
NERV,2015,1
NERV,2016,2
NERV,2017,0
RNST,2014,1
RNST,2015,2
RNST,2016,2
RNST,2017,1
CMCM,2014,1
CMCM,2015,1
CMCM,2016,0
CMCM,2017,2
RAS,2014,1
RAS,2015,0
RAS,2016,2
RAS,2017,0
CORE,2014,2
CORE,2015,2
CORE,2016,2
CORE,2017,0
GAIN,2014,1
GAIN,2015,2
GAIN,2016,2
GAIN,2017,2
AFAM,2014,1
AFAM,2015,2
AFAM,2016,2
AFAM,2017,2
ETP,2014,2
ETP,2015,0
ETP,2016,1
ETP,2017,0
WPPGY,2014,1
WPPGY,2015,2
WPPGY,2016,1
WPPGY,2017,0
MOH,2014,2
MOH,2015,2
MOH,2016,1
MOH,2017,2
ADS,2014,1
ADS,2015,1
ADS,2016,0
ADS,2017,1
XTLB,2014,0
XTLB,2015,0
XTLB,2016,0
XTLB,2017,0
RGS,2014,2
RGS,2015,0
RGS,2016,1
RGS,2017,1
RLJ,2014,2
RLJ,2015,0
RLJ,2016,2
RLJ,2017,1
SPOK,2014,2
SPOK,2015,1
SPOK,2016,2
SPOK,2017,0
MPWR,2014,2
MPWR,2015,2
MPWR,2016,2
MPWR,2017,2
KEP,2014,2
KEP,2015,1
KEP,2016,0
KEP,2017,1
VZ,2014,1
VZ,2015,1
VZ,2016,2
VZ,2017,0
SCMP,2014,2
SCMP,2015,2
SCMP,2016,0
SCMP,2017,0
CFG,2014,1
CFG,2015,1
CFG,2016,2
CFG,2017,1
LNC,2014,2
LNC,2015,0
LNC,2016,2
LNC,2017,2
SYBT,2014,2
SYBT,2015,2
SYBT,2016,2
SYBT,2017,0
MMLP,2014,0
MMLP,2015,0
MMLP,2016,1
MMLP,2017,0
RCG,2014,0
RCG,2015,0
RCG,2016,2
RCG,2017,1
VCF,2014,2
VCF,2015,1
VCF,2016,1
VCF,2017,1
CCL,2014,2
CCL,2015,2
CCL,2016,1
CCL,2017,2
FELE,2014,0
FELE,2015,0
FELE,2016,2
FELE,2017,2
BRO,2014,1
BRO,2015,1
BRO,2016,2
BRO,2017,2
HCAP,2014,0
HCAP,2015,2
HCAP,2016,2
HCAP,2017,1
PJC,2014,2
PJC,2015,0
PJC,2016,2
PJC,2017,1
CECO,2014,2
CECO,2015,0
CECO,2016,2
CECO,2017,2
CLMT,2014,1
CLMT,2015,1
CLMT,2016,0
CLMT,2017,2
OTIV,2014,0
OTIV,2015,0
OTIV,2016,2
OTIV,2017,0
PTIE,2014,0
PTIE,2015,0
PTIE,2016,0
PTIE,2017,0
FET,2014,0
FET,2015,0
FET,2016,2
FET,2017,0
USAC,2014,0
USAC,2015,0
USAC,2016,2
USAC,2017,1
TBBK,2014,0
TBBK,2015,0
TBBK,2016,2
TBBK,2017,2
PRAA,2014,2
PRAA,2015,0
PRAA,2016,2
PRAA,2017,0
RCI,2014,1
RCI,2015,1
RCI,2016,2
RCI,2017,2
BTG,2014,0
BTG,2015,0
BTG,2016,2
BTG,2017,1
WCN,2014,2
WCN,2015,0
WCN,2016,2
WCN,2017,2
JAZZ,2014,2
JAZZ,2015,0
JAZZ,2016,0
JAZZ,2017,2
LTBR,2014,1
LTBR,2015,0
LTBR,2016,0
LTBR,2017,1
LHCG,2014,2
LHCG,2015,2
LHCG,2016,1
LHCG,2017,2
HELE,2014,2
HELE,2015,2
HELE,2016,1
HELE,2017,1
KINS,2014,2
KINS,2015,2
KINS,2016,2
KINS,2017,2
MPW,2014,2
MPW,2015,0
MPW,2016,2
MPW,2017,2
OFC,2014,2
OFC,2015,0
OFC,2016,2
OFC,2017,1
XGTI,2014,0
XGTI,2015,0
XGTI,2016,0
XGTI,2017,1
UAMY,2014,0
UAMY,2015,0
UAMY,2016,0
UAMY,2017,1
XPL,2014,1
XPL,2015,0
XPL,2016,2
XPL,2017,0
CRS,2014,0
CRS,2015,0
CRS,2016,2
CRS,2017,2
MGIC,2014,0
MGIC,2015,1
MGIC,2016,2
MGIC,2017,2
IVZ,2014,2
IVZ,2015,0
IVZ,2016,1
IVZ,2017,2
TWMC,2014,0
TWMC,2015,2
TWMC,2016,1
TWMC,2017,0
NNVC,2014,0
NNVC,2015,0
NNVC,2016,1
NNVC,2017,1
PAA,2014,1
PAA,2015,0
PAA,2016,2
PAA,2017,0
BOTJ,2014,2
BOTJ,2015,2
BOTJ,2016,2
BOTJ,2017,1
GEOS,2014,0
GEOS,2015,0
GEOS,2016,2
GEOS,2017,0
SBGL,2014,2
SBGL,2015,0
SBGL,2016,2
SBGL,2017,2
GEL,2014,0
GEL,2015,0
GEL,2016,1
GEL,2017,0
MLVF,2014,2
MLVF,2015,2
MLVF,2016,2
MLVF,2017,2
CLW,2014,2
CLW,2015,0
CLW,2016,2
CLW,2017,0
BGG,2014,1
BGG,2015,0
BGG,2016,2
BGG,2017,1
MRVL,2014,1
MRVL,2015,0
MRVL,2016,2
MRVL,2017,2
STRL,2014,0
STRL,2015,1
STRL,2016,2
STRL,2017,2
FLS,2014,0
FLS,2015,0
FLS,2016,2
FLS,2017,0
EHIC,2014,0
EHIC,2015,2
EHIC,2016,0
